Ship Date,Forecast Qty,SO Quantity,Account Manager,Parent,Item,Item Description
2023-08-01T00:00:00,6929.0,,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2024-08-01T00:00:00,3616.0,,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2023-09-01T00:00:00,7877.0,,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2024-09-01T00:00:00,6039.0,,Vance Jensen,Walmart,1891,Adventure Ready 22in Griddle w/ Hood and Stand Bundle
2023-01-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-01-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-10-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-10-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-11-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-11-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-12-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-12-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-02-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-02-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-03-01T00:00:00,1060.0,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-03-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-04-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-04-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-05-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-05-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-06-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-06-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-07-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-07-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-08-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-08-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-09-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2024-09-01T00:00:00,,,Vance Jensen,Walmart,1961,Prep/Serve & Store Cart - Adventure Ready
2023-01-01T00:00:00,1300.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-10-01T00:00:00,510.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-11-01T00:00:00,276.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-12-01T00:00:00,438.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-02-01T00:00:00,0.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-03-01T00:00:00,700.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-04-01T00:00:00,300.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-05-01T00:00:00,1101.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-06-01T00:00:00,560.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-07-01T00:00:00,755.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-08-01T00:00:00,527.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-09-01T00:00:00,646.0,,Vance Jensen,Walmart,2006,ProSeries 36in Cabinet Griddle
2023-01-01T00:00:00,200.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-10-01T00:00:00,2820.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-11-01T00:00:00,1361.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-12-01T00:00:00,1729.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-02-01T00:00:00,200.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-03-01T00:00:00,1000.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-04-01T00:00:00,650.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-05-01T00:00:00,5192.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-06-01T00:00:00,2723.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-07-01T00:00:00,3133.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-08-01T00:00:00,1912.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-09-01T00:00:00,2194.0,,Vance Jensen,Walmart,2007,ProSeries 28in Cabinet Griddle
2023-01-01T00:00:00,2700.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-10-01T00:00:00,739.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-11-01T00:00:00,590.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-12-01T00:00:00,840.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-02-01T00:00:00,0.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-03-01T00:00:00,1000.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-04-01T00:00:00,3800.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-05-01T00:00:00,1542.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-06-01T00:00:00,982.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-07-01T00:00:00,1320.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-08-01T00:00:00,848.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-09-01T00:00:00,790.0,,Vance Jensen,Walmart,2008,ProSeries 28in XL Rangetop Griddle
2023-01-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-01-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-10-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-10-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-11-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-11-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-12-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-12-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-02-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-02-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-03-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-03-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-04-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-04-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-05-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-05-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-06-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-06-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-07-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-07-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-08-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-08-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-09-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2024-09-01T00:00:00,,,Vance Jensen,Walmart,2165,Pro Series 22in Pedestal Griddle
2023-01-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-01-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-10-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-10-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-11-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-11-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-12-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-12-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-02-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-02-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-03-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-03-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-04-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-04-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-05-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-05-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-06-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-06-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-07-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-07-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-08-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-08-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-09-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2024-09-01T00:00:00,,,Vance Jensen,Walmart,2166,Adventure Ready 22in Griddle
2023-01-01T00:00:00,17790.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-01-01T00:00:00,8223.3141,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-10-01T00:00:00,45986.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-10-01T00:00:00,27320.9928,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-11-01T00:00:00,24464.0,3840,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-11-01T00:00:00,18821.8598,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-12-01T00:00:00,,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-12-01T00:00:00,92334.9535,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-02-01T00:00:00,8148.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-02-01T00:00:00,28679.446,2040,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-03-01T00:00:00,0.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-03-01T00:00:00,54129.2166,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-04-01T00:00:00,65000.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-04-01T00:00:00,113668.1883,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-05-01T00:00:00,52983.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-05-01T00:00:00,30041.0391,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-06-01T00:00:00,21892.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-06-01T00:00:00,60788.7188,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-07-01T00:00:00,22422.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-07-01T00:00:00,48336.45,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-08-01T00:00:00,8977.0,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-08-01T00:00:00,53510.616200000004,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-09-01T00:00:00,14473.0,20064,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2024-09-01T00:00:00,30829.0765,,Vance Jensen,Walmart,2177,"36"" GRIDDLE UPGRADE - Omni Griddle Plate"
2023-01-01T00:00:00,1000.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-10-01T00:00:00,171.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-11-01T00:00:00,154.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-12-01T00:00:00,2829.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-02-01T00:00:00,,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-03-01T00:00:00,2120.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-04-01T00:00:00,1000.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-05-01T00:00:00,247.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-06-01T00:00:00,174.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-07-01T00:00:00,230.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-08-01T00:00:00,172.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-09-01T00:00:00,199.0,,Vance Jensen,Walmart,2193,"Original 28"" Prep Table"
2023-01-01T00:00:00,1000.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-10-01T00:00:00,143.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-11-01T00:00:00,141.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-12-01T00:00:00,2807.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-02-01T00:00:00,,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-03-01T00:00:00,2120.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-04-01T00:00:00,0.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-05-01T00:00:00,194.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-06-01T00:00:00,145.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-08-01T00:00:00,144.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-09-01T00:00:00,177.0,,Vance Jensen,Walmart,2194,Pro-Series Prep Table updates
2023-01-01T00:00:00,25000.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-01-01T00:00:00,19118.492299999998,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-10-01T00:00:00,8600.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-10-01T00:00:00,10371.78,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-11-01T00:00:00,12400.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-11-01T00:00:00,15531.6089,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-12-01T00:00:00,65355.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-12-01T00:00:00,12147.8469,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-02-01T00:00:00,10000.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-02-01T00:00:00,20128.1626,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-03-01T00:00:00,15000.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-03-01T00:00:00,23507.604,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-04-01T00:00:00,25000.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-04-01T00:00:00,29805.0693,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-05-01T00:00:00,15444.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-05-01T00:00:00,38641.4865,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-06-01T00:00:00,10709.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-06-01T00:00:00,28774.4968,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-07-01T00:00:00,19200.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-07-01T00:00:00,21846.370600000002,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-08-01T00:00:00,12000.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-08-01T00:00:00,17475.9051,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-09-01T00:00:00,6600.0,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2024-09-01T00:00:00,8752.3465,,Vance Jensen,Walmart,4100,"4100 Blackstone All Purpose Seasoning, 7.3 ounces"
2023-01-01T00:00:00,25000.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-01-01T00:00:00,17058.1361,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-10-01T00:00:00,10200.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-10-01T00:00:00,8452.7659,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-11-01T00:00:00,9800.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-11-01T00:00:00,12129.1561,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-12-01T00:00:00,58276.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-12-01T00:00:00,11060.0095,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-02-01T00:00:00,5000.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-02-01T00:00:00,17195.9797,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-03-01T00:00:00,10000.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-03-01T00:00:00,19397.264900000002,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-04-01T00:00:00,16000.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-04-01T00:00:00,24350.458599999998,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-05-01T00:00:00,14992.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-05-01T00:00:00,32941.5535,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-06-01T00:00:00,10730.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-06-01T00:00:00,24340.5921,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-07-01T00:00:00,15600.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-07-01T00:00:00,19074.5205,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-08-01T00:00:00,9700.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-08-01T00:00:00,15545.7339,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-09-01T00:00:00,8300.0,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2024-09-01T00:00:00,7507.1098999999995,,Vance Jensen,Walmart,4104,"Blackstone Cheesesteak Seasoning, 7.3 ounces"
2023-01-01T00:00:00,25000.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-01-01T00:00:00,21443.2441,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-10-01T00:00:00,8800.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-10-01T00:00:00,10453.854800000001,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-11-01T00:00:00,12000.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-11-01T00:00:00,14097.3782,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-12-01T00:00:00,64884.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-12-01T00:00:00,13901.9866,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-02-01T00:00:00,7500.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-02-01T00:00:00,22028.673600000002,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-03-01T00:00:00,25000.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-03-01T00:00:00,24158.6329,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-04-01T00:00:00,30000.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-04-01T00:00:00,30494.353499999997,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-05-01T00:00:00,16529.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-05-01T00:00:00,39741.8234,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-06-01T00:00:00,11213.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-06-01T00:00:00,29532.016600000003,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-07-01T00:00:00,18400.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-07-01T00:00:00,22875.7129,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-08-01T00:00:00,10800.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-08-01T00:00:00,17959.6893,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-09-01T00:00:00,7200.0,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2024-09-01T00:00:00,9224.3838,,Vance Jensen,Walmart,4106,"Blackstone Parmesan Ranch Seasoning, 7.30 ounces"
2023-01-01T00:00:00,27000.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-01-01T00:00:00,17352.4712,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-10-01T00:00:00,10800.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-10-01T00:00:00,8969.9773,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-11-01T00:00:00,12400.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-11-01T00:00:00,14729.6259,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-12-01T00:00:00,60178.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-12-01T00:00:00,10689.3413,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-02-01T00:00:00,6500.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-02-01T00:00:00,18555.4214,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2023-03-01T00:00:00,15000.0,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
2024-03-01T00:00:00,21777.6538,,Vance Jensen,Walmart,4107,"4107 Blackstone Steakhouse Seasoning, 7.3 ounces"
